Voyage date,Vessel name,Vessel master,Vessel cargo,Port of origin,Destination port,Voyage type
1860-07-13,Saucy Lass,Millington,,Port Townsend,Victoria,Outbound
1860-07-13,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-07-13,Harriet,Coffin,,Port Townsend,New Westminster,Outbound
1860-07-14,Colonel Ebey,Hare,,Victoria,Port Townsend,Inbound
1860-07-14,Eliza Anderson,Wright,,Victoria,Port Townsend,Inbound
1860-07-14,Venus,Williams,,Victoria,Port Townsend,Inbound
1860-07-14,Meg Merriles ,Phamplet/Pamphlet,,Port Townsend,Victoria,Outbound
1860-07-14,Venus,Williams,,Port Townsend,Victoria,Outbound
1860-07-14,Simon F. Blunt,Haynes,,Port Townsend,Victoria,Outbound
1860-07-15,Eliza Anderson,Wright,,Victoria,Port Townsend,Inbound
1860-07-16,Comet,Cosgrove,,Victoria,Port Townsend,Inbound
1860-07-16,Shooting Star,Boyling,,Victoria,Port Townsend,Inbound
1860-07-16,Lizzie Roberts,Ure,,Victoria,Port Townsend,Inbound
1860-07-16,P. J. Evans,Kiffin,,Victoria,Port Townsend,Inbound
1860-07-16,Sarah Newton,Bynam,,Port Townsend,Victoria,Outbound
1860-07-16,Eliza Anderson,Wright,,Port Townsend,Victoria,Outbound
1860-07-17,Manuella,McGregor,,Victoria,Port Townsend,Inbound
1860-07-17,Leonidas,Williams,,Victoria,Port Townsend,Inbound
1860-07-17,Flying Mist,Berry,,Victoria,Port Townsend,Inbound
1860-07-17,H. L. Tibbals,Griffiths,,Victoria,Port Townsend,Inbound
1860-07-17,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-07-17,Lalla Rookh,Connick,,Victoria,Port Townsend,Inbound
1860-07-17,H. L. Tibbals,Griffiths,,Port Townsend,Victoria,Outbound
1860-07-17,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-07-18,Wanderer,Peterson,,Victoria,Port Townsend,Inbound
1860-07-18,Franklin Sherman,Whitford,,Victoria,Port Townsend,Inbound
1860-07-18,Ann Perry,Ginn,,San Francisco,Port Townsend,Inbound
1860-07-18,Rival,Rouse,,Victoria,Port Townsend,Inbound
1860-07-18,Jenny Ford,Moore,,Port Townsend,Honolulu,Outbound
1860-07-18,Kossuth,Oliver,,Port Townsend,New Westminster,Outbound
1860-07-18,Wanderer,Peterson,,Port Townsend,Victoria,Outbound
1860-07-18,Shark,Sond,,Port Townsend,Victoria,Outbound
1860-07-19,Vernon/Vernon,Seward/Towards,,Honolulu,Port Townsend,Inbound
1860-07-19,Saucy Lass,Millington,,Victoria,Port Townsend,Inbound
1860-07-19,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1860-07-19,Sarah Newton,Baynam/Bayman/Bynam,,Victoria,Port Townsend,Inbound
1860-07-19,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-07-19,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-07-19,Saucy Lass,Stephenson,,Port Townsend,Victoria,Outbound
1860-07-19,Huntsville,Seamans,,Port Townsend,Valparaiso,Outbound
1860-07-19,Sherman,Whitford,,Port Townsend,Victoria,Outbound
1860-07-19,Colonel Ebey,Hare,,Port Townsend,New Westminster,Outbound
1860-07-20,Victoria Packet,Delholt/Dolholt,,Victoria,Port Townsend,Inbound
1860-07-20,Eliza Anderson,Wright,,Victoria,Port Townsend,Inbound
1860-07-20,Colonist,Kenney,,Port Townsend,Victoria,Outbound
1860-07-20,Restless,Richter,,Port Townsend,Victoria,Outbound
1860-07-20,Petrel,Cullen,,Port Townsend,Victoria,Outbound
1860-07-21,Leonesa,Davis,,Victoria,Port Townsend,Inbound
1860-07-21,H. L. Tibbals,Griffiths,,Victoria,Port Townsend,Inbound
1860-07-21,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1860-07-21,Langley,Jones,,Victoria,Port Townsend,Inbound
1860-07-21,Ella Florence,Freeman,,New Westminster,Port Townsend,Inbound
1860-07-21,Lalla Rookh,Connick,,Port Townsend,Victoria,Outbound
1860-07-21,Jennet,Miller,,Port Townsend,San Francisco,Outbound
1860-07-23,Simon F. Blunt,Haynes,,Victoria,Port Townsend,Inbound
1860-07-23,Oregon,Hudson,,Victoria,Port Townsend,Inbound
1860-07-23,Eclipse,Shaff,,Port Townsend,Victoria,Outbound
1860-07-23,Rebecca,McAlmond,,Port Townsend,Victoria,Outbound
1860-07-23,H. L. Tibbals,Griffiths,,Port Townsend,Victoria,Outbound
1860-07-23,Eliza Anderson,Wright,,Port Townsend,Victoria,Outbound
1860-07-24,Victoria Packet,Dolholt/Delholt/Dolbott,,Port Townsend,Victoria,Outbound
1860-07-24,Oregon,Hudson,,Port Townsend,Victoria,Outbound
1860-07-24,Daniel Webster,Stannard,,Port Townsend,San Francisco,Outbound
1860-07-25,Saucy Lass,Stephenson,,Victoria,Port Townsend,Inbound
1860-07-25,Constitution,Foster,,Victoria,Port Townsend,Inbound
1860-07-25,Northern Light,Mountfort,,Port Townsend,Victoria,Outbound
1860-07-25,Saucy Lass,Stephenson,,Port Townsend,Victoria,Outbound
1860-07-25,C. S. Kidder,Stowell,,Port Townsend,Victoria,Outbound
1860-07-25,P. J. Evans,Kiffin,,Port Townsend,Victoria,Outbound
1860-07-25,Midnight Cry,Peel,,Port Townsend,Victoria,Outbound
1860-07-26,Eliza Anderson,Wright,,Victoria,Port Townsend,Inbound
1860-07-26,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Port Townsend,Victoria,Outbound
1860-07-27,Colonist,Kenney,,Victoria,Port Townsend,Inbound
1860-07-27,Rebecca,McAlmond ,,Victoria,Port Townsend,Inbound
1860-07-27,General Harney,Tucker,,Port Townsend,Victoria,Outbound
1860-07-28,Mary Ann,Jones,,Victoria,Port Townsend,Inbound
1860-07-28,Leonesa,Davis,,Port Townsend,San Francisco,Outbound
1860-07-28,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1860-07-28,Mary Ann,Jones,,Port Townsend,Victoria,Outbound
1860-07-28,Sarah Newton,Bynam,,Port Townsend,Victoria,Outbound
1860-07-29,Lalla Rookh,Connick,,Victoria,Port Townsend,Inbound
1860-07-30,Fanny,Taylor,,Victoria,Port Townsend,Inbound
1860-07-30,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1860-07-30,Shark,Land,,Victoria,Port Townsend,Inbound
1860-07-30,Wild Pigeon,Saunders,,Victoria,Port Townsend,Inbound
1860-07-30,Armstice,Richardson,,Port Townsend,Shanghai,Outbound
1860-07-31,Kossuth,Oliver,,New Westminster,Port Townsend,Inbound
1860-07-31,Colonel Ebey,Hare,,Victoria,Port Townsend,Inbound
1860-07-31,Petrel,Cullen,,Victoria,Port Townsend,Inbound
1860-07-31,Simon F. Blunt,Haynes,,Port Townsend,San Francisco,Outbound
1860-07-31,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-07-31,Petrel,Taylor,,Port Townsend,Victoria,Outbound
1860-08-01,Midnight Cry,Peel,,Victoria,Port Townsend,Inbound
1860-08-01,Northern Light,Mountford,,Victoria,Port Townsend,Inbound
1860-08-01,Saucy Lass,Stephenson,,Victoria,Port Townsend,Inbound
1860-08-01,H. L. Tibbals,Griffiths,,Victoria,Port Townsend,Inbound
1860-08-01,Langley,Ives,,Port Townsend,Victoria,Outbound
1860-08-01,Saucy Lass,Stephenson,,Port Townsend,Victoria,Outbound
1860-08-01,H. L. Tibbals,Griffiths,,Port Townsend,Victoria,Outbound
1860-08-01,Lizzie Roberts,Ure,,Port Townsend,Victoria,Outbound
1860-08-02,Auckland,Trask,,Victoria,Port Townsend,Inbound
1860-08-02,Eclipse,Com??/Caseman,,Victoria,Port Townsend,Inbound
1860-08-02,Meg Merrilles,Phamplet/Pamphlet/Pamplhett,,Victoria,Port Townsend,Inbound
1860-08-02,Eclipse,A. Cammann,,Port Townsend,San Francisco,Outbound
1860-08-02,Rebecca,McAlmond,,Port Townsend,Victoria,Outbound
1860-08-02,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1860-08-03,H. L. Tibbals,Griffiths,,Victoria,Port Townsend,Inbound
1860-08-03,C. S. Kidder,Stowell,,Victoria,Port Townsend,Inbound
1860-08-03,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1860-08-03,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1860-08-03,General Harney,Tucker,,Victoria,Port Townsend,Inbound
1860-08-03,Petrel,Taylor,,Victoria,Port Townsend,Inbound
1860-08-03,Caroline,James Jones,,New Westminster,Port Townsend,Inbound
1860-08-03,Harriet,Coffin,,Port Townsend,New Westminster,Outbound
1860-08-03,Kossuth,Oliver,,Port Townsend,Victoria,Outbound
1860-08-03,Petrel,Taylor,,Port Townsend,Victoria,Outbound
1860-08-04,Rebecca,McAlmond,,Victoria,Port Townsend,Inbound
1860-08-04,Sarah Newton,Baynam/Bayman/Bynam,,Victoria,Port Townsend,Inbound
1860-08-04,Ella Florence,Freeman,,Port Townsend,Guayamas,Outbound
1860-08-06,P. J. Evans,Kiffin,,Victoria,Port Townsend,Inbound
1860-08-06,Petrel,Taylor,,Victoria,Port Townsend,Inbound
1860-08-06,Ork,Trask,,Victoria,Port Townsend,Inbound
1860-08-06,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-08-06,Elizabeth,Melvin,,Port Townsend,Victoria,Outbound
1860-08-06,Lawson,Walts,,Port Townsend,Hampton Roads,Outbound
1860-08-06,Lalla Rookh,Connick,,Port Townsend,Victoria,Outbound
1860-08-06,Shooting Star,Boyling,,Port Townsend,San Francisco,Outbound
1860-08-06,Petrel,Taylor,,Port Townsend,Victoria,Outbound
1860-08-07,Meg Merriles ,Lamb,,Port Townsend,Barclay Sound,Outbound
1860-08-07,Caroline,James Jones,,Port Townsend,New Westminster,Outbound
1860-08-07,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-08-08,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-08-08,Kossuth,Oliver,,Victoria,Port Townsend,Inbound
1860-08-08,Sea Nymph,Burrow,,Victoria,Port Townsend,Inbound
1860-08-08,Lizzie Roberts,Ure,,Victoria,Port Townsend,Inbound
1860-08-08,Eliza Anderson,Flemming,,Victoria,Port Townsend,Inbound
1860-08-08,Oregon,Hudson,,Victoria,Port Townsend,Inbound
1860-08-08,Get Up and Get,Lloyd,,Port Townsend,Victoria,Outbound
1860-08-09,Oregon,Hudson,,Port Townsend,Victoria,Outbound
1860-08-10,Rebecca,McAlmond,,Victoria,Port Townsend,Inbound
1860-08-10,Petrel,Taylor,,Victoria,Port Townsend,Inbound
1860-08-10,Lalla Rookh,Connick,,Victoria,Port Townsend,Inbound
1860-08-10,Saucy Lass,Stephenson,,Victoria,Port Townsend,Inbound
1860-08-10,L. P. Foster,Thomas Johnson,,New Westminster,Port Townsend,Inbound
1860-08-10,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-08-10,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1860-08-10,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-08-10,Constitution,Foster,,Port Townsend,Honolulu,Outbound
1860-08-10,Petrel,Taylor,,Port Townsend,Victoria,Outbound
1860-08-10,Saucy Lass,Stephenson,,Port Townsend,Victoria,Outbound
1860-08-10,Colonist,Kenney,,Port Townsend,Victoria,Outbound
1860-08-11,Petrel,Taylor,,Victoria,Port Townsend,Inbound
1860-08-11,Victoria Packet,Delholt/Dolholt,,Victoria,Port Townsend,Inbound
1860-08-11,General Harney,Tucker,,Port Townsend,Victoria,Outbound
1860-08-13,Mary Ann,Jones,,Victoria,Port Townsend,Inbound
1860-08-13,Get Up and Get,Lloyd,,Victoria,Port Townsend,Inbound
1860-08-13,Mary Ann,Jones,,Port Townsend,Victoria,Outbound
1860-08-13,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-08-13,Tomals/Somafs,Hamton,,Port Townsend,Victoria,Outbound
1860-08-14,P. J. Evans,Kiffin,,Port Townsend,Victoria,Outbound
1860-08-14,Dnaiel Elliott,Robinson,,Port Townsend,Valparaiso,Outbound
1860-08-14,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1860-08-15,Franklin Sherman,Whitford,,Victoria,Port Townsend,Inbound
1860-08-15,Eliza Anderson ,Flemming,,Victoria,Port Townsend,Inbound
1860-08-15,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1860-08-15,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1860-08-16,D. L. Clinch,Perriman,,Victoria,Port Townsend,Inbound
1860-08-16,General Harney,Tucker,,Victoria,Port Townsend,Inbound
1860-08-16,Lizzie Roberts,Ure,,Port Townsend,Victoria,Outbound
1860-08-16,Petrel,Taylor,,Port Townsend,Victoria,Outbound
1860-08-16,Rebecca,McAlmond,,Port Townsend,Victoria,Outbound
1860-08-17,Langley ,Ives,,Victoria,Port Townsend,Inbound
1860-08-17,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1860-08-17,Saucy Lass,Stephenson,,Port Townsend,Victoria,Outbound
1860-08-18,Saucy Lass,Stephenson,,Victoria,Port Townsend,Inbound
1860-08-18,H. C. Page,Oberg,,Port Townsend,Victoria,Outbound
1860-08-18,Victoria Packet,Dolholt/Delholt/Dolbott,,Port Townsend,Victoria,Outbound
1860-08-20,Petrel,Taylor,,Victoria,Port Townsend,Inbound
1860-08-20,Wavelet,Tiernan,,Victoria,Port Townsend,Inbound
1860-08-20,W. B. Scranton,Cathcart,,Victoria,Port Townsend,Inbound
1860-08-20,Petrel,Taylor,,Port Townsend,Victoria,Outbound
1860-08-20,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1860-08-20,Sherman,Whitford,,Port Townsend,Victoria,Outbound
1860-08-21,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-08-21,Kossuth,Oliver,,Port Townsend,Victoria,Outbound
1860-08-21,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1860-08-21,L. P. Foster,Thomas Johnson,,Port Townsend,San Francisco,Outbound
1860-08-22,Elizabeth,Melvin,,Victoria,Port Townsend,Inbound
1860-08-22,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-08-22,Nonpareil,Shaft,,Victoria,Port Townsend,Inbound
1860-08-22,Cadbon / Canton?,Boyle,,Victoria,Port Townsend,Inbound
1860-08-22,Eliza Anderson ,Flemming,,Victoria,Port Townsend,Inbound
1860-08-22,H. C. Page,Oberg,,Victoria,Port Townsend,Inbound
1860-08-22,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-08-23,Lizzie Roberts,Ure,,Victoria,Port Townsend,Inbound
1860-08-24,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1860-08-24,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1860-08-24,Cortez,C. C. Dall,,Victoria,Port Townsend,Inbound
1860-08-24,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1860-08-24,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1860-08-24,Petrel,Taylor,,Victoria,Port Townsend,Inbound
1860-08-24,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1860-08-24,Rival,Rouse,,Port Townsend,Hong Kong,Outbound
1860-08-24,Auckland,Trask,,Port Townsend,San Francisco,Outbound
1860-08-24,Nonpareil,Shaft,,Port Townsend,Victoria,Outbound
1860-08-24,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1860-08-24,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1860-08-25,D. L. Clinch,Perriman,,San Francisco,Port Townsend,Inbound
1860-08-25,Langley,Ives,,Port Townsend,Victoria,Outbound
1860-08-25,H. L. Tibbals,Griffiths,,Port Townsend,Victoria,Outbound
1860-08-26,Cortez,C. C. Dall,,Port Townsend,Victoria,Outbound
1860-08-27,Kossuth,Oliver,,Victoria,Port Townsend,Inbound
1860-08-27,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-08-27,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-08-27,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-08-27,H. C. Page,Oberg,,Port Townsend,Victoria,Outbound
1860-08-28,Midnight Cry,Peel,,Port Townsend,Victoria,Outbound
1860-08-28,Petrel,Taylor,,Port Townsend,Victoria,Outbound
1860-08-28,Consort,McLellan,,Port Townsend,Honolulu,Outbound
1860-08-28,C. S. Kidder,Stowell,,Port Townsend,Victoria,Outbound
1860-08-29,Colonist,Kenney,,Victoria,Port Townsend,Inbound
1860-08-29,H. L. Tibbals,Griffiths,,Victoria,Port Townsend,Inbound
1860-08-29,Saucy Lass,Stephenson,,Victoria,Port Townsend,Inbound
1860-08-29,Rebecca,McAlmond,,Victoria,Port Townsend,Inbound
1860-08-29,Eliza Anderson,Flemming,,Victoria,Port Townsend,Inbound
1860-08-29,Lizzie Roberts,Ure,,Port Townsend,Victoria,Outbound
1860-08-29,Rebecca,McAlmond,,Port Townsend,Victoria,Outbound
1860-08-29,Sarah Newton,Bynam,,Port Townsend,Victoria,Outbound
1860-08-29,Saucy Lass,Peters,,Port Townsend,Victoria,Outbound
1860-08-29,Kossuth,Oliver,,Port Townsend,Victoria,Outbound
1860-08-31,Caroline,James Jones,,Port Townsend,Victoria,Outbound
1860-09-01,W. D. Rice,Buddington,,Victoria,Port Townsend,Inbound
1860-09-01,Ravensdale,Phillips,,Victoria,Port Townsend,Inbound
1860-09-01,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-09-01,H. C. Page,Oberg,,Victoria,Port Townsend,Inbound
1860-09-01,Adelaid Cooper,Dingley,,Victoria,Port Townsend,Inbound
1860-09-01,Ork,A. Y. Trask,,Port Townsend,San Francisco,Outbound
1860-09-01,Cadbero,Boyle,,Port Townsend,Victoria,Outbound
1860-09-01,Growler,Barrington,,Port Townsend,Victoria,Outbound
1860-09-01,H. L. Tibbals,Griffiths,,Port Townsend,Victoria,Outbound
1860-09-03,Sarah Newton,Baynam/Bayman/Bynam,,Victoria,Port Townsend,Inbound
1860-09-03,Pacific,Patterson,,Victoria,Port Townsend,Inbound
1860-09-03,Kossuth,Oliver,,Victoria,Port Townsend,Inbound
1860-09-03,Petrel,Taylor,,Victoria,Port Townsend,Inbound
1860-09-03,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1860-09-03,Pacific,Patterson,,Port Townsend,Victoria,Outbound
1860-09-03,General Harney,Tucker,,Port Townsend,Victoria,Outbound
1860-09-03,W. B. Scranton,Cathcart,,Port Townsend,San Francisco,Outbound
1860-09-03,Harriet,Coffin,,Port Townsend,Victoria,Outbound
1860-09-03,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-09-04,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1860-09-04,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1860-09-04,H. L. Tibbals,Griffiths,,Victoria,Port Townsend,Inbound
1860-09-04,Rebecca,McAlmond,,Victoria,Port Townsend,Inbound
1860-09-04,Lizzie Roberts,Ure,,Victoria,Port Townsend,Inbound
1860-09-04,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1860-09-04,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1860-09-05,R. B. Potter,W. J. Norwood,,Victoria,Port Townsend,Inbound
1860-09-05,H. L. Tibbals,Griffiths,,Port Townsend,Victoria,Outbound
1860-09-06,Eliza Anderson,Flemming,,Victoria,Port Townsend,Inbound
1860-09-06,C. S. Kidder,Stowell,,Victoria,Port Townsend,Inbound
1860-09-06,Growler,Barrington,,Victoria,Port Townsend,Inbound
1860-09-06,Kossuth,Oliver,,Port Townsend,Victoria,Outbound
1860-09-06,Colonist,Kenney,,Port Townsend,Victoria,Outbound
1860-09-07,Flying Mist,Berry,,Victoria,Port Townsend,Inbound
1860-09-07,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-09-07,Leonidas,Wood,,Port Townsend,Hong Kong,Outbound
1860-09-08,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1860-09-08,H. C. Page,Oberg,,Port Townsend,Victoria,Outbound
1860-09-08,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1860-09-10,Dashaway,Costellow/Costellon,,Victoria,Port Townsend,Inbound
1860-09-10,General Harney,Tucker,,Victoria,Port Townsend,Inbound
1860-09-10,Kossuth,Oliver,,Victoria,Port Townsend,Inbound
1860-09-10,Midnight Cry,Peel,,Victoria,Port Townsend,Inbound
1860-09-10,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1860-09-10,Get Up and Get,Lloyd,,Port Townsend,Victoria,Outbound
1860-09-10,Rebecca,McAlmond,,Port Townsend,Victoria,Outbound
1860-09-10,D. L. Clinch,Perriman,,Port Townsend,San Francisco,Outbound
1860-09-10,Dashaway,Costello,,Port Townsend,Victoria,Outbound
1860-09-11,Greyhound,Green,,Victoria,Port Townsend,Inbound
1860-09-11,Mary Ann,Jones,,Victoria,Port Townsend,Inbound
1860-09-11,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-09-11,Rob Roy,Munson,,Port Townsend,Victoria,Outbound
1860-09-11,Mary Ann,Jones,,Port Townsend,Victoria,Outbound
1860-09-11,Amelia,Thornton,,Port Townsend,Victoria,Outbound
1860-09-12,Eliza Anderson,Flemming,,Victoria,Port Townsend,Inbound
1860-09-12,J. C. Caswell,Lawrence,,Victoria,Port Townsend,Inbound
1860-09-13,H. C. Page,Oberg,,Victoria,Port Townsend,Inbound
1860-09-13,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1860-09-13,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1860-09-13,Adelaide Cooper,Dingley,,Port Townsend,San Francisco,Outbound
1860-09-13,Colonel Ebey,Hare,,Port Townsend,Victoria,Outbound
1860-09-13,Lizzie Roberts,Ure,,Port Townsend,Victoria,Outbound
1860-09-13,J. C. Caswell,Lawrence,,Port Townsend,Victoria,Outbound
1860-09-13,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Port Townsend,Victoria,Outbound
1860-09-14,H. L. Tibbals,Griffiths,,Victoria,Port Townsend,Inbound
1860-09-14,Rebecca,McAlmond,,Victoria,Port Townsend,Inbound
1860-09-14,Grecian,Miller,,Victoria,Port Townsend,Inbound
1860-09-14,P. J. Evans,Kiffin,,Victoria,Port Townsend,Inbound
1860-09-14,Wild Pigeon,Saunders,,Port Townsend,Victoria,Outbound
1860-09-15,Caroline,James Jones,,Victoria,Port Townsend,Inbound
1860-09-15,H. L. Tibbals,Griffiths,,Port Townsend,Victoria,Outbound
1860-09-15,Sarah Newton,Bynam,,Port Townsend,Victoria,Outbound
1860-09-15,Glympse,Roeder,,Port Townsend,San Francisco,Outbound
1860-09-16,Kossuth,Oliver,,Victoria,Port Townsend,Inbound
1860-09-17,Architect,Burr,,Victoria,Port Townsend,Inbound
1860-09-17,Harriet,Coffin,,Victoria,Port Townsend,Inbound
1860-09-17,Franklin Sherman,Whitford,,Victoria,Port Townsend,Inbound
1860-09-17,Cortez,Hudson,,Victoria,Port Townsend,Inbound
1860-09-17,Ocean Wave,Elbertch / Elbrich / Elbrenth / Albert / Gilbert / Elbuch,,Victoria,Port Townsend,Inbound
1860-09-17,Leonede,Charles T. Allen,,Victoria,Port Townsend,Inbound
1860-09-17,Colonist,Thain,,Victoria,Port Townsend,Inbound
1860-09-17,Otter,William Alexander Mouat,,Victoria,Port Townsend,Inbound
1860-09-17,Meg Merriles ,Phamplet/Pamphlet/Pamplhett,,Victoria,Port Townsend,Inbound
1860-09-17,Leonede,Charles T. Allen,,Port Townsend,Victoria,Outbound
1860-09-17,Sherman,Whitford,,Port Townsend,Victoria,Outbound
1860-09-17,Eliza Anderson,Fleming,,Port Townsend,Victoria,Outbound
1860-09-17,Cortez,Hudson,,Port Townsend,Victoria,Outbound
1860-09-17,Eagle,Collins,,Port Townsend,Victoria,Outbound
1860-09-18,Rob Roy,Munson / Morrison,,Victoria,Port Townsend,Inbound
1860-09-18,Amelia,Thornton,,Victoria,Port Townsend,Inbound
1860-09-18,Saucy Lass,Ewing,,Victoria,Port Townsend,Inbound
